address,bedrooms,full_bathrooms,half_bathrooms,type,surface,lot_surface,price
308 Sharp Edge Ave Las Vegas NV 89031,4,2,1,Single Family Home,2007,4356,109000
4776 Plata Del Sol Dr Las Vegas NV 89121,5,2,1,Single Family Home,2239,6969,165000
Cielo Plan 4540 Las Vegas NV 89135,4,2,0,Single Family Home; Ready to build,3147,43560,408990
4825 Nevada Ave Las Vegas NV 89104,3,3,0,Single Family Home,1808,5227,139900
6217 Oread Ave Las Vegas NV 89139,3,2,1,Single Family Home,1230,1742,129700
861 Las Palomas Dr Las Vegas NV 89138,4,3,1,Single Family Home,3455,6969,500000
1138 Buehler Dr Las Vegas NV 89102,3,3,0,Single Family Home,2699,10454,279000
8995 Flying Frog Ave Las Vegas NV 89148,3,2,1,Single Family Home,1604,3049,167500
150 Las Vegas Blvd N Unit 1104 Las Vegas NV 89101,1,1,1,Condo/Townhome/Row Home/Co-Op,963,,245000
4187 Matterhorn Way Las Vegas NV 89124,2,1,1,Single Family Home,1920,10019,349000
7930 Polonaise Ave Las Vegas NV 89123,3,2,1,Single Family Home,1584,6098,160000
1511 Plaza Centre Dr Unit 106 Las Vegas NV 89135,4,2,1,Condo/Townhome/Row Home/Co-Op,1663,,235000
6228 Eugene Ave Las Vegas NV 89108,3,2,0,Single Family Home,1364,6534,141900
7804 Jacaranda Hill Ct Las Vegas NV 89139,4,3,0,Single Family Home,2962,8276,449750
5541 Palisades Quad Ave Las Vegas NV 89122,3,2,0,Single Family Home,1296,7840,135000
3113 Aristotle Ave Las Vegas NV 89031,3,2,0,Single Family Home,1368,5662,139000
220 E Flamingo Rd Unit: 101 Las Vegas NV 89169,2,2,0,Condo/Townhome/Row Home/Co-Op,1294,,299000
3660 Renovah St Unit 105 Las Vegas NV 89129,2,2,0,Condo/Townhome/Row Home/Co-Op,1091,1219,99900
99 Hawk Ridge Dr Las Vegas NV 89135,8,8,2,Single Family Home,13490,72745,8999000
9077 Westchester Hill Ave Las Vegas NV 89148,4,2,1,Single Family Home,1845,5227,197000
4136 E Harmon Ave Las Vegas NV 89121,4,2,0,Single Family Home,1660,7405,145000
2428 Indian Sage Way Las Vegas NV 89108,3,2,0,Single Family Home,1338,6969,155000
2877 Paradise Rd Unit 905 Las Vegas NV 89109,2,2,0,Condo/Townhome/Row Home/Co-Op,1556,,439990
9017 Spirit Canyon Ave Las Vegas NV 89149,4,2,1,Single Family Home,2045,3484,110000
512 Silver Grove St Las Vegas NV 89144,3,3,0,Single Family Home,2886,5227,389900
7219 W Eldorado Ln Las Vegas NV 89113,5,3,0,Single Family Home,3210,6098,395000
9309 Sienna Ridge Dr Las Vegas NV 89117,4,3,0,Single Family Home,2960,6098,439900
4327 Spooner Lake Cir Las Vegas NV 89147,6,4,1,Single Family Home,4001,9147,514500
8429 Vivid Violet Ave Las Vegas NV 89143,5,3,0,Single Family Home,3297,7405,379900
10626 Eagle Nest St Las Vegas NV 89141,5,4,1,Single Family Home,3885,8276,427875
1324 Oahu St Las Vegas NV 89104,4,2,0,Single Family Home,1271,6969,79900
8037 Sweet Clover Ct Las Vegas NV 89131,4,2,1,Single Family Home,1868,4356,169900
9067 Indian Valley Dr Las Vegas NV 89129,4,3,0,Single Family Home,2221,4356,284900
11085 Sospel Pl Las Vegas NV 89141,2,2,0,Condo/Townhome/Row Home/Co-Op,1273,5793,174900
9670 Lightheart Ave Las Vegas NV 89148,3,3,0,Single Family Home,2144,4356,259990
3750 Las Vegas Blvd S Unit 2906 Las Vegas NV 89158,1,2,1,Condo/Townhome/Row Home/Co-Op,1675,,1299000
7325 San Pablin St Las Vegas NV 89139,4,3,0,Single Family Home,1813,2178,165000
Las Vegas NV 89074,3,2,1,Single Family Home,1576,4356,160000
3450 Plan Las Vegas NV 89131,3,2,1,Single Family Home; Ready to build,3450,174240,439990
2912 Mount Hope Dr Las Vegas NV 89156,2,2,0,Single Family Home,1135,4356,124900
5799 Sunnie Dee Ct Las Vegas NV 89120,4,3,0,Single Family Home,2584,24829,340000
808 Dana Hills Ct Unit 101 Las Vegas NV 89134,2,2,0,Condo/Townhome/Row Home/Co-Op,1686,2918,260000
9322 Apollo Heights Ave Las Vegas NV 89149,4,3,0,Single Family Home,2975,5227,299000
16 Panorama Crest Ave Las Vegas NV 89135,4,4,1,Single Family Home,3955,13068,975000
4062 Asante Cove St Las Vegas NV 89115,3,2,1,Single Family Home,1130,1742,85500
4730 E Craig Rd Unit: 2159 Las Vegas NV 89115,2,2,0,Condo/Townhome/Row Home/Co-Op,974,,40000
686 Running Putt Way Las Vegas NV 89148,3,2,1,Single Family Home,2191,5227,375000
8645 Orvieto Dr Las Vegas NV 89117,4,3,0,Single Family Home,2426,7405,240000
Las Vegas NV 89147,3,2,1,Single Family Home,2007,3920,235000
1210 Mission Del Mar Way Las Vegas NV 89123,4,2,0,Single Family Home,2033,7405,164900
3282 Rutledge Dr Las Vegas NV 89120,5,3,1,Single Family Home,3061,6098,279900
1708 Hills Of Red Dr Unit 103 Las Vegas NV 89128,3,2,0,Condo/Townhome/Row Home/Co-Op,1273,,167500
5062 Blanton Dr Las Vegas NV 89122,3,1,0,Single Family Home,1200,6098,69900
9303 Bondeno St Las Vegas NV 89123,4,2,1,Single Family Home,3203,9147,200000
3800 Diamond Ridge St Las Vegas NV 89129,5,3,0,Single Family Home,3963,16553,425000
9517 Dawning Heat St Las Vegas NV 89178,3,2,1,Single Family Home,1423,2178,149000
2755 W Pebble Rd # 7319 Las Vegas NV 89123,1,2,1,Condo/Townhome/Row Home/Co-Op,1813,,255000
5668 Sea Breeze Av Las Vegas NV 89110,3,2,0,Condo/Townhome/Row Home/Co-Op,1118,3484,52000
4589 Denaro Dr Las Vegas NV 89135,2,2,0,Single Family Home,1428,6098,299500
5905 Amber Station Ave Las Vegas NV 89131,5,4,0,Single Family Home,4391,11761,460000
6704 Old Newbury Ave Las Vegas NV 89108,3,2,0,Single Family Home,1249,4356,150000
9192 Badby Ave Las Vegas NV 89148,2,2,1,Single Family Home,1246,2178,129900
585 S Royal Crest Cir Unit 13 Las Vegas NV 89169,2,1,0,Condo/Townhome/Row Home/Co-Op,816,,78900
8717 Vivid Violet Ave Las Vegas NV 89143,5,3,0,Single Family Home,3297,8276,220000
10324 Summit Canyon Dr Las Vegas NV 89144,4,5,1,Single Family Home,5445,17860,880000
2012 Gray Eagle Way Las Vegas NV 89117,3,4,1,Single Family Home,4045,12197,949000
8628 Yamamoto St Las Vegas NV 89131,5,3,0,Single Family Home,2902,6969,225000
133 Bradshaw Way Las Vegas NV 89145,3,2,0,Single Family Home,1437,6969,159900
5066 Edna Ave Las Vegas NV 89146,6,4,0,Single Family Home,4801,46609,299999
7019 Glencoe Harbor Ave Las Vegas NV 89179,3,2,1,Single Family Home,2411,4356,289900
7205 Rolling Shore Ct Las Vegas NV 89149,3,2,1,Single Family Home,1783,2178,195000
3220 Cheltenham St Las Vegas NV 89129,2,2,1,Single Family Home,1347,2178,164900
852 Temple View Dr Las Vegas NV 89110,7,4,0,Single Family Home,4028,20473,439000
8618 Rhonda Blake Ave Las Vegas NV 89143,5,4,0,Single Family Home,4186,14375,365000
North Las Vegas NV 89147,3,3,0,Multi-Family Home; Ready to build,1900,87120,217990
2300 Delina Dr Las Vegas NV 89134,5,4,1,Single Family Home,3846,9147,539000
3936 Camryn Holly St Las Vegas NV 89129,3,2,0,Single Family Home,1389,4356,175000
2534 Braehead Ln Henderson NV 89044,3,3,0,Single Family Home,2835,7405,363000
7765 Dean Martin Dr Las Vegas NV 89139,3,2,0,Single Family Home,1519,21344,295000
8588 Maggie Ave Las Vegas NV 89143,3,1,0,Single Family Home,1352,93218,399000
Las Vegas NV 89178,4,2,1,Single Family Home,1924,3049,204900
3400 Cabana Dr Unit 2022 Las Vegas NV 89122,3,2,0,Condo/Townhome/Row Home/Co-Op,1196,,75000
10734 Weather Top Ct Las Vegas NV 89135,3,2,1,Single Family Home,2693,7840,525000
9214 Dorrell Ln Las Vegas NV 89149,5,3,0,Single Family Home,2383,5227,216000
8793 Headwater Ave Las Vegas NV 89178,2,2,0,Single Family Home,1767,5662,150000
3070 La Barca Ln Las Vegas NV 89122,3,2,0,Mfd/Mobile Home,1755,4791,64900
9342 Autumn View Ave Las Vegas NV 89178,3,3,0,Single Family Home,1582,1742,185000
9298 Ram Cliffs Pl Las Vegas NV 89178,3,3,0,Single Family Home,2556,10890,410000
10049 Twilight Canyon Ct Las Vegas NV 89148,4,2,1,Single Family Home,3450,7405,340000
Las Vegas NV 89145,2,2,0,Condo/Townhome/Row Home/Co-Op,908,,70000
7004 Clearwater Ave Las Vegas NV 89147,3,2,0,Single Family Home,1658,8276,139900
6633 Chardonay Way Las Vegas NV 89108,3,2,0,Single Family Home,1207,4791,139000
9624 Twelve Pins Dr Las Vegas NV 89129,4,3,0,Single Family Home,2432,7405,305000
1900 Villa Palms Ct # 263 Las Vegas NV 89128,1,1,0,Condo/Townhome/Row Home/Co-Op,707,,74900
2020 Bavington Dr Unit: B Las Vegas NV 89108,2,2,0,Condo/Townhome/Row Home/Co-Op,900,,47000
145 E Harmon Av Unit: 1501 & 1503 Las Vegas NV 89109,2,3,0,Condo/Townhome/Row Home/Co-Op,1394,,479000
Las Vegas NV 89139,4,2,1,Single Family Home,2226,4356,280000
12246 La Prada Pl Las Vegas NV 89138,4,3,1,Single Family Home,2932,10454,360000
11 Quintessa Cir Las Vegas NV 89141,5,7,1,Single Family Home,10153,31799,3900000
6041 Ruffian St Las Vegas NV 89149,4,3,1,Single Family Home,2862,22651,460000
4660 Kearney St Las Vegas NV 89147,3,3,0,Single Family Home,1202,6969,100000
7255 W Sunset Rd Apt 2033 Las Vegas NV 89113,2,2,0,Condo/Townhome/Row Home/Co-Op,1046,1045,85000
2636 White Pine Dr Henderson NV 89074,4,4,0,Single Family Home,2969,9583,285000
5025 Evergreen Ave Las Vegas NV 89107,3,2,1,Single Family Home,1697,6969,124000
5089 Mascaro Dr Las Vegas NV 89122,3,2,0,Single Family Home,1377,3920,149999
3030 La Barca Ln Las Vegas NV 89122,2,2,0,Mfd/Mobile Home,1152,5227,64500
124 Fig Ct Las Vegas NV 89145,4,2,1,Single Family Home,2186,6098,179000
9035 Greek Palace Ave Las Vegas NV 89178,5,3,0,Single Family Home,3404,6534,318500
1711 English Rose Dr Las Vegas NV 89142,4,2,0,Single Family Home,1972,6969,209900
6447 Swan Song Rd Las Vegas NV 89142,3,2,1,Single Family Home,2279,6969,184900
1376 Wind Cove St Las Vegas NV 89110,3,2,0,Single Family Home,1463,6098,159900
4945 Jeremy Dr Las Vegas NV 89113,2,2,0,Condo/Townhome/Row Home/Co-Op,1917,,250000
10000 Hidden Knoll Ct Las Vegas NV 89117,5,5,2,Single Family Home,8419,14375,1436000
6808 Atwood Ave Las Vegas NV 89108,4,2,0,Single Family Home,1598,6969,135000
8342 Sunset Horizon St Las Vegas NV 89131,4,2,1,Single Family Home,3700,27007,697000
8452 Pacific Spring Ave Las Vegas NV 89117,2,2,1,Condo/Townhome/Row Home/Co-Op,1329,1742,126000
5920 Rothbury Ave Las Vegas NV 89141,4,2,1,Single Family Home,2339,6098,320000
6629 Joe Michael Way Las Vegas NV 89108,3,2,0,Single Family Home,1470,4356,100000
9005 Greensboro Ln Las Vegas NV 89134,3,3,2,Single Family Home,6092,28314,2450000
4575 Dean Martin Dr Unit: 2208 Las Vegas NV 89103,2,2,0,Condo/Townhome/Row Home/Co-Op,1463,,368000
11569 Whipkey St Las Vegas NV 89183,4,2,1,Single Family Home,2774,4791,325000
8059 Dolce Flore Ave Las Vegas NV 89178,5,3,0,Single Family Home,4449,9583,549900
326 Carlisle Crossing St Las Vegas NV 89138,4,3,0,Single Family Home,2431,4791,395000
5190 Los Pinos St Las Vegas NV 89122,3,2,0,Mfd/Mobile Home,1512,6534,75000
9208 Empire Rock St Las Vegas NV 89143,7,4,1,Single Family Home,6087,17424,450000
2606 S Durango Dr Apt 140 Las Vegas NV 89117,1,1,0,Condo/Townhome/Row Home/Co-Op,720,,60000
5339 Indian River Dr Unit 281 Las Vegas NV 89103,1,1,0,Condo/Townhome/Row Home/Co-Op,700,,55000
Las Vegas NV 89142,5,3,0,Single Family Home,2454,9583,249900
9124 Bushy Tail Ave Unit 101 Las Vegas NV 89149,2,2,0,Condo/Townhome/Row Home/Co-Op,1183,1306,120000
10669 Oak Crest Ave Las Vegas NV 89144,3,2,0,Single Family Home,1622,5662,240000
5984 Wheat Penny Ave Las Vegas NV 89122,3,2,0,Single Family Home,1420,4356,195000
12279 Lost Treasure Ave Las Vegas NV 89138,5,3,1,Single Family Home,3864,7840,699000
295 Royal Legacy Ln Las Vegas NV 89110,4,3,0,Single Family Home,4058,13504,349000
1241 La Ballena Trl Henderson NV 89074,3,2,1,Single Family Home,1777,3049,184900
5340 Duralite St Unit 103 Las Vegas NV 89122,1,1,0,Condo/Townhome/Row Home/Co-Op,724,,49000
7602 Vedena Pl Las Vegas NV 89113,5,3,1,Single Family Home,4898,20038,799000
4878 Nara Vista Wy Unit: 102 Las Vegas NV 89103,2,2,0,Condo/Townhome/Row Home/Co-Op,884,,60000
68 E Serene Ave Unit 125 Las Vegas NV 89123,2,2,0,Condo/Townhome/Row Home/Co-Op,1086,1089,220000
1336 N Jones Blvd Las Vegas NV 89108,2,1,1,Condo/Townhome/Row Home/Co-Op,986,871,50000
18 Promontory Ridge Dr Las Vegas NV 89135,5,6,1,Single Family Home,7552,26136,3999900
3275 Arville St Unit: A Las Vegas NV 89102,2,2,0,Condo/Townhome/Row Home/Co-Op,922,,68000
10420 Rugged Mountain Ave Las Vegas NV 89166,4,3,0,Single Family Home,2122,6969,325000
212 Orland St Apt 25 Las Vegas NV 89107,2,1,0,Condo/Townhome/Row Home/Co-Op,748,,24900
9909 Fox Springs Dr Las Vegas NV 89117,5,3,1,Single Family Home,3273,13939,674999
1110 Aspen Breeze Ave Las Vegas NV 89123,5,3,0,Single Family Home,2982,6969,344900
2575 Paradise Village Way Las Vegas NV 89120,3,2,0,Condo/Townhome/Row Home/Co-Op,1430,1306,72888
5809 Smoke Ranch Rd Unit C Las Vegas NV 89108,2,1,0,Condo/Townhome/Row Home/Co-Op,844,871,64900
5217 Whispering Robin Ln Las Vegas NV 89124,5,3,1,Single Family Home,5220,34848,1950000
7274 Patmore Ash Ct Las Vegas NV 89148,3,2,1,Single Family Home,1677,3484,181000
7413 Delectable Ct Las Vegas NV 89149,4,3,1,Single Family Home,2113,1742,189990
10108 Rising Tree St Las Vegas NV 89183,3,2,1,Condo/Townhome/Row Home/Co-Op,1510,2178,139000
2600 Constantine Ave Las Vegas NV 89101,4,2,0,Single Family Home,1728,6098,138800
633 Port Talbot Ave Las Vegas NV 89178,3,2,1,Single Family Home,1732,3049,130000
4128 E St Louis Ave Las Vegas NV 89104,4,2,0,Single Family Home,1358,6098,140000
461 Purple Finch Dr Las Vegas NV 89107,2,2,0,Condo/Townhome/Row Home/Co-Op,1258,5619,138500
11840 Waterford Castle Ct Las Vegas NV 89141,2,2,1,Single Family Home,2458,8276,469000
9144 Tesoras Dr Unit 302 Las Vegas NV 89144,2,2,0,Condo/Townhome/Row Home/Co-Op,2109,2308,685000
4485 N Fort Apache Rd Las Vegas NV 89129,4,3,0,Single Family Home,3735,20038,347800
9525 Bottle Creek Ln Las Vegas NV 89117,4,3,0,Single Family Home,3389,10019,399000
6917 Coral Rock Dr Las Vegas NV 89108,2,2,1,Condo/Townhome/Row Home/Co-Op,1091,871,89900
5293 San Anselmo St Las Vegas NV 89120,4,2,0,Single Family Home,1507,6098,100000
56 Olympia Canyon Way Las Vegas NV 89141,6,5,3,Single Family Home,14795,39640,2799990
3846 Valley Meadow Dr Las Vegas NV 89120,4,3,0,Single Family Home,2220,6098,155000
2021 Harbor Cliff Dr Las Vegas NV 89128,4,3,0,Single Family Home,2079,5227,309900
7614 Keating Cir Las Vegas NV 89147,4,3,0,Single Family Home,1968,10454,229900
4955 Jeffreys St Unit 611 Las Vegas NV 89119,1,1,0,Condo/Townhome/Row Home/Co-Op,462,,29000
4068 E Baltimore Ave Las Vegas NV 89104,4,2,1,Single Family Home,1562,6098,129900
322 Karen Ave Unit 504 Las Vegas NV 89109,1,1,1,Condo/Townhome/Row Home/Co-Op,814,,298900
5824 Farmhouse Ct Las Vegas NV 89141,5,3,0,Single Family Home,3096,5662,324900
2000 Fashion Show Dr Unit: 5717 Las Vegas NV 89109,1,1,0,Condo/Townhome/Row Home/Co-Op,533,,599900
10951 Florence Hills St Las Vegas NV 89141,3,2,1,Single Family Home,2085,2613,200000
4471 Dean Martin Dr Unit: 502 Las Vegas NV 89103,2,2,0,Condo/Townhome/Row Home/Co-Op,1111,,379000
1399 Chatsworth Ct Las Vegas NV 89142,2,1,1,Single Family Home,862,4356,79900
2630 Daines Dr Unit: 201 Las Vegas NV 89124,2,2,0,Condo/Townhome/Row Home/Co-Op,1246,3005,250000
9920 Garamound Ave Las Vegas NV 89117,3,2,0,Single Family Home,1376,4791,185000
39 Skybird Ct Las Vegas NV 89135,5,4,1,Single Family Home,9917,24394,6999900
7885 W Flamingo Rd Unit 2001 Las Vegas NV 89147,2,2,0,Condo/Townhome/Row Home/Co-Op,934,2831,85000
7100 Pirates Cove Rd Apt 2105 Las Vegas NV 89145,1,1,0,Condo/Townhome/Row Home/Co-Op,711,,69900
7564 Perla Del Mar Ave Las Vegas NV 89179,3,2,1,Single Family Home,1568,2178,174999
8792 Blue Wolf St Las Vegas NV 89123,3,2,1,Single Family Home,1866,3920,215000
602 Tam O Shanter Las Vegas NV 89109,1,1,0,Condo/Townhome/Row Home/Co-Op,952,,125000
9117 Blue Raven Ave Las Vegas NV 89143,4,3,0,Single Family Home,1954,3484,127000
3726 Las Vegas Blvd S Unit 902 Las Vegas NV 89158,2,2,0,Condo/Townhome/Row Home/Co-Op,1402,,828888
7908 Shelter Island Way Las Vegas NV 89145,2,2,0,Condo/Townhome/Row Home/Co-Op,1526,3049,174900
3450 Plan Las Vegas NV 89149,3,2,1,Single Family Home; Ready to build,3450,174240,479900
4120 Fairport Dr North Las Vegas NV 89032,3,2,0,Single Family Home,1456,6534,169900
2073 Seahurst Dr Las Vegas NV 89142,3,2,0,Single Family Home,1471,4791,149000
3501 Villa Knolls South Dr Las Vegas NV 89120,2,1,1,Condo/Townhome/Row Home/Co-Op,1026,871,28000
353 E Bonneville Ave Unit 313 Las Vegas NV 89101,1,1,0,Condo/Townhome/Row Home/Co-Op,994,,225000
9103 Alta Dr Unit: 1603 Las Vegas NV 89145,3,3,1,Condo/Townhome/Row Home/Co-Op,4968,,3350000
1325 Pinto Rock Ln Unit 101 Las Vegas NV 89128,2,2,0,Condo/Townhome/Row Home/Co-Op,912,2570,64000
6869 E Bonanza Rd Las Vegas NV 89110,4,4,0,Single Family Home,4859,19602,259900
4905 Morning Falls Ave Las Vegas NV 89131,4,3,0,Single Family Home,2453,4356,179900
Las Vegas NV 89123,5,6,1,Single Family Home,4342,98881,875000
10856 Marandola St Las Vegas NV 89141,6,4,1,Single Family Home,3976,9147,499000
11567 Stivali Ave Las Vegas NV 89183,4,2,1,Single Family Home,2297,3484,229500
10637 Mount Jefferson Ave Las Vegas NV 89166,3,2,1,Single Family Home,2331,3484,234777
1408 Iron Hills Ln Las Vegas NV 89134,6,5,1,Single Family Home,6143,20909,2000000
3355 Greenwood Springs Dr Las Vegas NV 89122,4,2,0,Single Family Home,1442,3920,155000
9815 Overlook Ridge Ave Las Vegas NV 89148,3,2,1,Single Family Home,1453,2613,164900
3508 W Washington Ave Las Vegas NV 89107,4,2,1,Single Family Home,1704,7840,149900
3601 Galatea St Unit: 202 Las Vegas NV 89108,2,2,0,Condo/Townhome/Row Home/Co-Op,1056,,79990
3332 Biscayne Bay Dr Las Vegas NV 89117,5,3,0,Single Family Home,3661,6098,389000
3180 Plan Las Vegas NV 89166,4,3,0,Single Family Home; Ready to build,3180,130680,314990
820 Glacier Peak Ln Unit 202 Las Vegas NV 89144,2,2,0,Condo/Townhome/Row Home/Co-Op,1410,,212500
1341 Marina Del Rey Ct Las Vegas NV 89117,5,4,0,Single Family Home,4386,20038,519000
8829 Cortile Dr Las Vegas NV 89134,5,4,1,Single Family Home,4060,7840,615000
3736 Dorrington Dr Las Vegas NV 89129,5,3,0,Single Family Home,3730,7405,379900
2004 Ullom Dr Las Vegas NV 89108,2,2,0,Single Family Home,980,3920,93000
469 Europa Way Las Vegas NV 89145,3,2,1,Single Family Home,1567,3484,155000
4820 Saguaro Way Las Vegas NV 89121,4,3,0,Mfd/Mobile Home,2004,10019,89950
3332 Kenbrook St Las Vegas NV 89121,3,2,1,Condo/Townhome/Row Home/Co-Op,2778,3484,165000
3547 Dune Grass St Unit Lot 27 Las Vegas NV 89147,4,3,0,Single Family Home,2583,3920,289888
2504 Nashira St Henderson NV 89044,3,2,0,Single Family Home,1248,4791,199900
5397 Nickel Creek Trl Las Vegas NV 89122,4,2,1,Single Family Home,1601,2613,140000
6439 Hamilton Grove Ave Las Vegas NV 89122,5,3,0,Single Family Home,2122,3484,204900
6911 Bering Strait Ave Unit Lot 50 Las Vegas NV 89179,3,2,1,Single Family Home,2050,2613,267955
8331 Gardena Hills Ave Las Vegas NV 89178,3,2,1,Single Family Home,1796,4791,229900
729 Sponseller St Las Vegas NV 89110,3,2,1,Single Family Home,1731,10019,165000
121 Temple Wood Ct Las Vegas NV 89148,3,2,1,Single Family Home,2517,3920,298888
8933 Brian Christopher Ave Las Vegas NV 89149,4,3,1,Single Family Home,1670,1742,174995
4728 Obannon Dr Apt D Las Vegas NV 89102,2,2,0,Condo/Townhome/Row Home/Co-Op,1073,,65000
3651 Arville St Unit: 730 Las Vegas NV 89103,1,1,0,Condo/Townhome/Row Home/Co-Op,452,,55000
2189 Geronimo Way Las Vegas NV 89169,3,3,0,Single Family Home,2924,9147,168000
6550 Laredo St Las Vegas NV 89146,4,4,0,Single Family Home,3984,27007,529000
3615 Plan Las Vegas NV 89129,4,3,0,Single Family Home; Ready to build,3615,130680,399900
2422 Templi Scotia St Henderson NV 89044,5,4,1,Single Family Home,3347,15682,459000
1601 Sussex St Unit 201 Las Vegas NV 89144,2,2,0,Condo/Townhome/Row Home/Co-Op,1046,,145000
8140 N Torrey Pines Dr Las Vegas NV 89131,4,3,0,Single Family Home,2770,34412,499000
125 E Harmon Ave # 703 Las Vegas NV 89109,1,1,0,Condo/Townhome/Row Home/Co-Op,520,,159900
9233 Magic Flower Ave Las Vegas NV 89134,3,2,1,Single Family Home,1635,4356,225000
261 Colleen Dr Las Vegas NV 89107,4,3,0,Single Family Home,1898,6098,169900
Las Vegas NV 89148,4,2,1,Single Family Home,2184,3484,235000
7905 Lago Vista Ln Unit 103 Las Vegas NV 89145,3,2,0,Condo/Townhome/Row Home/Co-Op,1266,,95900
200 W Sahara Ave Unit 3712 Las Vegas NV 89102,1,1,1,Condo/Townhome/Row Home/Co-Op,974,,199000
2456 Carnegie Hall St Las Vegas NV 89135,3,2,1,Single Family Home,1952,4791,259500
5040 Flore Del Sol St Las Vegas NV 89120,4,2,1,Single Family Home,1876,3484,184990
7660 W Eldorado Ln Unit: 126 Las Vegas NV 89113,3,2,0,Condo/Townhome/Row Home/Co-Op,1229,,105000
Las Vegas NV 89124,2,1,0,Single Family Home,960,4356,224000
4520 Hearts Desire Ave Las Vegas NV 89115,4,2,1,Single Family Home,1949,3484,156900
9142 Bucksprings Dr Las Vegas NV 89129,4,2,1,Single Family Home,1854,5227,162500
453 Riata Way Las Vegas NV 89110,5,2,1,Single Family Home,2077,3484,185000
2514 Whippoorwill Ln Las Vegas NV 89121,3,2,0,Condo/Townhome/Row Home/Co-Op,1668,4356,118000
262 Apennine Pl Las Vegas NV 89138,3,2,0,Single Family Home,1884,6534,325000
3504 Desert Cliff St Unit 101 Las Vegas NV 89129,3,2,0,Condo/Townhome/Row Home/Co-Op,1223,,144000
Las Vegas NV 89178,2,2,1,Single Family Home,1297,2178,154900
6200 Seagirt Cir Las Vegas NV 89110,4,2,0,Single Family Home,1560,8276,175000
6125 Rosalita Ave Las Vegas NV 89108,5,2,0,Single Family Home,1595,6098,138000
1015 Edgestone Mark Ave Las Vegas NV 89081,2,2,0,Single Family Home,1458,8276,124500
7932 Pale Rider St Las Vegas NV 89131,3,2,0,Single Family Home,1256,4356,159900
